snapshot,source_file,source_sha256,page,sl_no,project_code,legacy_ocms_code,pmgid,project_name,agency_raw,table_section,state,approval_month,start_month,doc_original,doc_revised,cost_original_cr,cost_revised_cr,expenditure_cum_cr,physical_progress_pct,parse_flags
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,150,1687,618252,,,"Improvement and Up-gradation to two Lane with Paved Shoulder/Four Lane configuration from existing Km 130.000 to Km 191.000 design km 131.500 to Km 188.735, Design length 57.235 Km of NH-227A near Barhalganj to Mehrauna Ghat in the state of Uttar Pradesh on Hybrid Annuity Model HAM basis",MoRTH,Roads & Highways,Uttar Pradesh,2022-01,2024-11,2027-05,2027-05,974.19,1344.61,0.99,58.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,150,1688,618260,,,"Construction of Salempur bypass to 4LPS from km 64.000 of NH-727A Km 171.00 of Sonauli Balia Marg, old SH-01, near Mahadahan Chauraha to km 61.500 of NH-727B Km 178.500 of Sonauli Balia Marg, old SH-01, near near Ahirauli Village under Hybrid Annuity Mode HAM in the State of Uttar Pradesh",MoRTH,Roads & Highways,Uttar Pradesh,2022-03,2025-11,2027-11,2027-11,1348.06,1348.06,0.0,35.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,150,1689,618262,,,Construction of Deoria Bypass from existing Km. 27.140 to existing Km. 46.780 Design Km. 49.109 on NH727A Design length 21.969 Km. to four lane with paved shoulder configuration under Hybrid Annuity Mode HAM in the State of Uttar Pradesh,MoRTH,Roads & Highways,Uttar Pradesh,2023-03,2025-08,2027-07,2027-07,1734.7,1734.7,0.0,10.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,150,1690,618263,,,"Rehabilitation and Up-gradation to 2LPS from Km. 0.000 to Km. 7.800 and Km. 35.400 to Km. 52.345 Design length 24.745 Km., except Bihar portion of NH-727B Tamkuhiraj to Bihar Border and Bihar Border to Majhauli on EPC mode in the State of Uttar Pradesh",MoRTH,Roads & Highways,Uttar Pradesh,2023-03,2025-01,2026-07,2026-08,701.02,701.02,0.0,81.18,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,150,1691,618264,,,"Widening and Strengthening to two Lane with Paved Shoulder/Four Lane with paved shoulder configuration from km. 61.500 of NH-727B near Nawalpur km 178.500 of Sonauli Balia Marg, Old SH-01 i.e. end point of Salempur Bypass to km. 106.495 of NH-727B near Sikanderpur under EPC mode",MoRTH,Roads & Highways,Uttar Pradesh,2023-05,2025-12,2028-05,2028-05,2061.86,2061.86,0.0,37.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,150,1692,618265,,,Rehabilitation and upgradation to 2-lane with paved sholuders configuration of Miranpur Katra to radhaita section of NH-730CKm.114.000 to Km 137.250pakage-III in state of Uttar Pradesh undergreen national Highway Corridor ProjectGNHCP with the loan assistance of world Bank on EPC mode.,MoRTH,Roads & Highways,Uttar Pradesh,2020-04,2022-07,2024-07,2026-08,172.5,169.56,0.0,91.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,151,1693,618266,,,Rehabilitation and upgradation to 2-lane with paved sholuders configuration of Bewar- Allahaganj- section of NH-730C Km.0.000 to Km 52.770 pakage-I in state of Uttar Pradesh undergreen national Highway Corridor Project GNHCP with the loan assistance of world Bank on EPC mode.,MoRTH,Roads & Highways,Uttar Pradesh,2020-04,2022-11,2024-11,2026-08,325.24,340.16,0.0,99.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,151,1694,618267,,,Widening/Upgradation to four lane configuration of Shahjahanpur-Bisalpur section from km 0.00 to km 47.026 of NH-731K on Hybrid Annuity Mode in the state of Uttar Pradesh.,MoRTH,Roads & Highways,Uttar Pradesh,2023-03,2026-05,2028-05,2028-05,1590.2,1590.2,0.0,0.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,151,1695,618499,,,6L Elevated Kanpur - Lucknow Exeressway Pkg-1 from Km. 10980 to Km. 28500,NHAI,Roads & Highways,Uttar Pradesh,2021-12,2023-02,2025-07,2026-07,1972.94,1943.27,770.81,100.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,151,1696,618500,,,Construction of 4L Connector from Delhi Meerut Expressway Km 50.000 of Pkg IV to Km 8.520 of NH-235 Pkg-5,NHAI,Roads & Highways,Uttar Pradesh,2021-09,2022-03,2024-03,2026-07,1081.39,1116.19,442.98,78.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,151,1697,618529,,,Varanasi Ring Road Pkg-II connecting Sandaha Village km 11.70 / NH-29 with Revasa Village km 818.80 / NH-2,NHAI,Roads & Highways,Uttar Pradesh,2017-12,2019-02,2022-02,2026-10,1991.71,1832.66,1750.54,96.15,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,151,1698,618536,,,Construction of Ring Road around Kanpur from Ch.68.650 to Ch.93.209 Jarkala to Pakari Package-IV in State of Uttar Pradesh.,NHAI,Roads & Highways,Uttar Pradesh,2023-02,2024-12,2027-06,2027-06,1603.53,1192.16,249.74,37.65,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,151,1699,618537,,,Construction of Ring Road around Kanpur from Km.000 to Km. 23.325 Chachendi Sachendi I to Maharajpur Package-I,NHAI,Roads & Highways,Uttar Pradesh,2023-01,2023-12,2026-06,2027-02,1753.75,1311.7,453.73,61.21,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,151,1700,618538,,,Construction of Ring Road around kanpur from Ch.51.200 to Ch. 68.650 Badarka to Harbanch-Uchti Pkg-III,NHAI,Roads & Highways,Uttar Pradesh,2023-09,2025-01,2027-07,2027-07,1792.68,1126.75,261.94,32.78,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,151,1701,618539,,,Construction of Ring Road Kanpur from Ch. 32.090 to Ch.51.200 Transganaga to Sathara Package-II B,NHAI,Roads & Highways,Uttar Pradesh,2024-08,2025-03,2027-09,2027-09,1089.41,1106.92,48.77,17.25,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,151,1702,618540,,,Construction of Ring Road around Kanpur from Ch.23.325 to Ch.32.090 Chaudhariya to Transganga Package-IIA,NHAI,Roads & Highways,Uttar Pradesh,2024-08,2025-11,2027-10,2028-04,1089.41,977.45,249.69,49.1,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,151,1703,618554,,,Construction of left out portion of Agra Inner Ring Road connecting village Deori to NH-44 village Bad from Km. 0.000 to Km. 7.772,NHAI,Roads & Highways,Uttar Pradesh,2022-07,2023-03,2024-09,2026-08,879.26,787.58,629.11,93.8,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,151,1704,618566,,,4L Green Field Northern East side Gorakhpur Bypass 26.616 Kms starting from NH- 29E Chainage 83.308 and end at NH-28 Chainage 285.100,NHAI,Roads & Highways,Uttar Pradesh,2023-02,2024-01,2026-01,2027-01,1973.98,1244.44,1010.31,72.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,151,1705,618567,,,4/6L of Northern Ayodhya Bypass starting Km. 112.540 and ending Km. 139.928 north of existing NH-27 part-1 and part-2 south of NH-27 from km 0.000 to km 5.000.,NHAI,Roads & Highways,Uttar Pradesh,2024-08,2025-07,2028-01,2028-01,2289.34,1834.25,268.81,33.12,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,151,1706,618568,,,4/6L Southern Ayodhya Bypass from Km 5.000 to Km 37.172 starting near Km. 112.540 and ending at Km. 153.281 of NH-27,NHAI,Roads & Highways,Uttar Pradesh,2024-08,2025-03,2027-09,2027-09,2541.13,1983.05,312.39,39.03,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,151,1707,618669,,,4 -Laning of MP/UP Border to Kabarai section of NH-34&35 from km 197.000 to km 242.991 Length 45.991 Km Sagar-Kabrai Package-5 under Bharat Mala Pariyojana EC in MP & UP on HAM,NHAI,Roads & Highways,Uttar Pradesh,2022-10,2025-02,2027-02,2027-01,1632.93,1425.43,529.81,60.02,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,151,1708,618690,,,"4 lanning of Aligarh Palwal section from km 0.00 to km 46.39 package -1 from khereshwar junction-kurana of NH33D , including khair & jattari bypass in the state of UP on HAM mode",NHAI,Roads & Highways,Uttar Pradesh,2024-03,2025-03,2027-03,2027-03,1663.38,1685.69,553.34,19.5,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,151,1709,618692,,,Aligarh-Kanpur Pkg I [Aligarh-Bhadwas],NHAI,Roads & Highways,Uttar Pradesh,2018-03,2019-02,2022-06,2026-08,1226.64,2069.6,1359.14,100.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,151,1710,618710,,,DL/UP Border - EPE Crossing Pkg-02,NHAI,Roads & Highways,Uttar Pradesh,2020-09,2021-05,2023-11,2026-07,2002.79,1889.78,1739.68,100.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,152,1711,618722,,,6L access Controlled Greenfield Highway from Gogwan Jalalpur Shamli to Ranipur Barsi Saharanpur of Shamli -Ambala section Package-I Design Ch. Form km 00.600 to km 45.500,NHAI,Roads & Highways,Uttar Pradesh,2022-06,2023-05,2025-05,2027-03,1843.59,1247.55,759.25,67.4,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,152,1712,618761,,,4L Spur of Meerut-Garh-Mukteshwar section connecting NH-119 and NH-58 bypassing Meerut Town of NH 709 A,NHAI,Roads & Highways,Uttar Pradesh,2021-10,2023-02,2025-02,2026-07,991.89,977.73,861.63,96.98,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,152,1713,618768,,,Four laning of Agra-Aligarh Section from Km. 0.000 Junction of NH-34 Aligarh Km 144.60 to Km. 28.000 near Asroi village in Hathras of NH-509 Package-I,NHAI,Roads & Highways,Uttar Pradesh,2024-06,2026-03,2028-03,2028-11,1309.08,1309.08,305.43,1.99,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,152,1714,618782,,,4L of Bareilly-Pilibhit-Sitarganj from Km. 0.000 to Km. 32.500 of NH-30 Pkg-1,NHAI,Roads & Highways,Uttar Pradesh,2023-02,2024-03,2026-03,2027-03,1394.14,1394.14,606.2,63.4,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,152,1715,618798,,,4L of Sonauli - Gorakhpur,NHAI,Roads & Highways,Uttar Pradesh,2021-12,2023-03,2025-03,2026-09,2555.5,2275.43,1326.61,89.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,152,1716,618842,,,"2L PS Greenfield bypass lalganj ajhara, mohanganj and Raniganj on Raebareli - Jaunpur Section Design km 0.00 to Km 53177 of NH-31",NHAI,Roads & Highways,Uttar Pradesh,2024-12,2026-06,2028-06,,1280.68,1280.68,186.29,0.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,152,1717,618843,,,Construction of two lane with paved shoulders bypass to Mungrabadshapur town starting from near Kodahu at Km 47/225 of NH-319D and ending near Nauwadandi at Km 219/720 of NH-31 under NHO in the state of Uttar Pradesh on EPC mode,NHAI,Roads & Highways,Uttar Pradesh,2025-02,2025-09,2027-03,2027-09,197.6,165.28,53.53,17.22,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,152,1718,618848,,,Construction of Underpass beneath airport runway on NH-31 old NH-56 for proposed expansion of runway of Babatpur Airport Varanasi,NHAI,Roads & Highways,Uttar Pradesh,2025-02,2025-09,2027-09,2027-09,649.44,649.44,0.09,6.7,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,152,1719,618856,,,"Improvement and Up-Gradation of Existing Road to 4L PS from Km 123.650 to 175.080, from Start of Shahabad Bypass to End of Hardoi bypass of NH 731 Pkg-2B",NHAI,Roads & Highways,Uttar Pradesh,2022-09,2023-11,2025-11,2027-03,1101.79,1212.26,486.98,68.8,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,152,1720,618858,,,"Improvement and Up-Gradation of Existing Road to 4L PS from Km 88.750 to 123.650, from Start of Shahjahanpur Bypass to start of Shahabad bypass of NH 731Pkg.-2A",NHAI,Roads & Highways,Uttar Pradesh,2022-09,2024-01,2026-01,2027-03,955.34,955.34,348.38,70.56,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,152,1721,618859,,,"Improvement and Up-Gradation of Existing Road to 4L PS from Km 229.070 to 260.800, End of Hardoi District to Lucknow Ring road of NH 731 Pkg-4",NHAI,Roads & Highways,Uttar Pradesh,2021-09,2022-10,2024-10,2026-07,575.66,553.61,390.09,99.33,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,152,1722,618866,,,"Four Lane Highway from Chandan Nagar Existing Km. 59.025 of NH 530B/Design Km. 179.5000 to Bareilly BypassStartExisting Km. 59.025 of NH 530B/Design Km. 218.000 Section of NH 530B, in the State of Uttar Pradesh on HAM Mode under NH0",NHAI,Roads & Highways,Uttar Pradesh,2024-12,2025-11,2027-11,2027-11,2077.0,1112.44,438.93,30.3,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,152,1723,618867,,,4L Kasganj-Badaun Section from Km. 123.100 to Km. 179.500 Pkg-III of NH530B,NHAI,Roads & Highways,Uttar Pradesh,2023-03,2025-05,2027-05,2027-12,2009.11,1936.61,549.05,37.03,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,152,1724,618868,,,4L from Devinagar Bypass End Existing Km. 208.000 of NH 530B/Design Km. 66.000 to Kasganj Bypass End Existing Km.150.100 of NH 530B/ Design Km. 123.100 of NH 530B,NHAI,Roads & Highways,Uttar Pradesh,2023-03,2024-06,2026-06,2026-12,2289.52,2223.71,1027.0,70.02,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,152,1725,618869,,,"Construction of 4/6 lane Highway of Southern Bareilly Bypass, starting at Ch. 237000 of NH 530 near Jhumka chauraha, Dhantiya village and ending at Ch. 267000 of NH 30 near Invertis University including Trumpet Interchange",NHAI,Roads & Highways,Uttar Pradesh,2024-12,2025-12,2028-06,2028-06,1122.02,1869.59,603.36,15.48,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,152,1726,618883,,,Construction of Four Lane Highway form Ghazipur- Ballia-UP/Bihar State Border Greenfield section of NH-31 Package I [from Hridaipur km 0.000 to Shahapur km 42.500] on EPC Mode in the state of Uttar Pradesh.,NHAI,Roads & Highways,Uttar Pradesh,2022-10,2023-07,2025-07,2026-08,1706.47,1579.59,1440.46,100.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,152,1727,618884,,,Construction of Four Lane Highway from Ghazipur- Ballia-UP/Bihar State Border Greenfield section of NH-31 Package II [from Shahapur km 42.500 to Pindari km 78.150] on EPC Mode in the state of Uttar Pradesh.,NHAI,Roads & Highways,Uttar Pradesh,2022-10,2023-10,2025-10,2026-07,1493.65,1311.44,757.69,96.29,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,153,1728,618885,,,Construction of Four Lane Highway from Ghazipur- Ballia-UP/Bihar State Border Greenfield section of NH-31 Package IV [from Buxur Spur of length km 17.270 on EPC Mode in the state of Uttar Pradesh.,NHAI,Roads & Highways,Uttar Pradesh,2022-10,2023-06,2025-06,2026-07,617.88,549.02,282.0,91.1,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,153,1729,618893,,,Varanasi Gorakhpur Section Packege IV from km. 149.540 to km. 215.160 Mau- Gorakhpur,NHAI,Roads & Highways,Uttar Pradesh,2015-04,2017-04,2019-10,2026-08,2966.63,3475.65,3453.91,97.35,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,153,1730,618911,,,4L Greenfield Western Side spur of Rampur-Rudrapur Section from Km 0.000 to Km 13.700 connecting NH-24 to NH-87 bypassing rampur town,NHAI,Roads & Highways,Uttar Pradesh,2021-12,2023-05,2024-11,2027-02,646.27,637.83,369.67,63.79,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,153,1731,618923,,,4L Behsuma at Km 39.250 Ex. Km 39240 To Bijnor at Km 78.810 Ex. Km 86590 Design Length 39.560 Km of NH-119 Pkg-II,NHAI,Roads & Highways,Uttar Pradesh,2023-03,2024-05,2026-05,2026-12,2158.2,2553.12,1195.23,70.12,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,153,1732,618924,,,2L PS of Najibabad Kotdwar section from 112.575 to Km. 138.635 of NH 119,NHAI,Roads & Highways,Uttar Pradesh,2021-10,2024-03,2025-09,2026-10,188.87,99.2,50.34,55.9,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,153,1733,618925,,,Bijnor-Kotawali,NHAI,Roads & Highways,Uttar Pradesh,2021-02,2021-11,2023-05,2026-07,300.58,334.48,296.47,99.02,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,153,1734,618927,,,4L of Moradabad-Thakurdwara-Kashipur Section from Km. 0.000 to Km. 38.77 of NH- 734 Pkg-II,NHAI,Roads & Highways,Uttar Pradesh,2022-10,2024-03,2026-03,2027-06,2006.82,1890.05,969.49,52.68,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,153,1735,618929,,,4L of Moradabad western side spur connecting NH-734 & NH-24 from Km. 0.000 to Km. 33.200 Pkg-I,NHAI,Roads & Highways,Uttar Pradesh,2022-11,2023-09,2025-09,2026-12,1841.92,1843.54,1120.76,81.48,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,153,1736,618960,,,4 Lane Inner Ring Road around Allahabad City Pkg-2 Prayagraj Southern Bypass 43.200 - 50.860,NHAI,Roads & Highways,Uttar Pradesh,2023-08,2023-12,2026-06,2027-06,1377.51,1007.62,447.26,44.64,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,153,1737,618961,,,4 Lane Inner Ring Road around Allahabad City Pkg-1 Prayagraj Southern Bypass 34.400 43.200,NHAI,Roads & Highways,Uttar Pradesh,2025-02,2025-12,2027-12,2027-12,775.94,498.97,42.97,18.5,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,153,1738,618968,,,6L access control Greenfield highway of Vill-Khyawari to Vill-Latifpur at Saharanpur Bypass from Km. 82.000 to Km. 119.790 Pkg-4,NHAI,Roads & Highways,Uttar Pradesh,2021-03,2022-09,2024-09,2026-07,1428.19,1439.35,1394.44,99.24,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,153,1739,618970,,,6L access control Greenfield highway of Vill-Lohadda to Vill-Karaunda Mahajan from Km. 27.000 to Km. 56.500 Pkg-2,NHAI,Roads & Highways,Uttar Pradesh,2021-03,2022-09,2024-09,2026-07,1335.45,1335.38,1253.61,98.06,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,153,1740,619162,,,4L of Najibabad Bypass from Km. 105.423 to Km. 118.373 excluding 2.45 Km. of NH- 74 Bypass of NH-119,NHAI,Roads & Highways,Uttar Pradesh,2022-01,2022-12,2024-06,2026-07,578.02,566.9,440.68,100.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,153,1741,619168,,,6L access controlled Greenfield highway of Junction of EPE Vill.-Mavikalan to Vill.- Lohadda from Km. 0.000 to Km. 27.000 Pkg-1,NHAI,Roads & Highways,Uttar Pradesh,2021-03,2022-09,2024-09,2026-07,1602.48,1497.94,1419.77,99.29,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,153,1742,619194,,,"Construction of Four Lane Gola Flyover at Km 99.850 of NH 730 Major Junction with State Highways -93 of Engineering, Procurement and Construction EPC mode in the State of Uttar Pradesh.",MoRTH,Roads & Highways,Uttar Pradesh,2025-03,2026-05,2027-10,2027-10,168.05,168.05,0.0,2.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,153,1743,619308,,,6L access-controlled highway from Ganeshpur tonear Mohand of Ganeshpur Dehradun section from Km.0 to Km.8.3 of NH-72A Package-1,NHAI,Roads & Highways,Uttar Pradesh,2020-11,2021-10,2023-10,2026-07,836.24,835.74,811.84,98.92,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,153,1744,617888,,,Landslide treatment work on NH 58 from Kodiyala Km. 266.130 to Devprayag Km. 296.925 10 location under EPC mode in the State of Uttarakhand on EPC Mode,MoRTH,Roads & Highways,Uttarakhand,2023-01,2024-02,2025-02,2026-07,192.54,192.54,0.0,99.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,153,1745,617889,,,Treatment of landslide zone from location no. 01 to 28 km 62.860 to 152.750 on NH- 12509 in the State of Uttarakhand under EPC mode in NHO Annual Plan 2022-23,MoRTH,Roads & Highways,Uttarakhand,2022-11,2023-06,2024-06,2026-07,192.22,192.22,0.0,98.5,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,154,1746,617890,,,Construction of Champawat Bypass with two lane with paved shoulder configuration starting from existing chainage 121.700 to existing chainage 129.450 Design Length 9.847 of NH-125 in District-Champawat in the state of Uttrakhand on EPC mode.,MoRTH,Roads & Highways,Uttarakhand,2025-02,2026-01,2027-12,,220.89,220.89,0.0,8.0,NO_LEGACY_CODE;NO_PMGID
